Year (year),State Name (state_name),State Code (state_code),District Name (district_name),District Code (district_code),Crop Name (crop_name),Crop Code (crop_code),Crop Type (crop_type),Season (season),Area (area),Area Unit (area_unit),Production (production),Production Unit (production_unit),Yield (yield),Yield Unit (yield_unit)
"2022-2023","Tripura","16","West Tripura","272","Urad","203.0","Pulses","Total",576,"Hectare",445,"Tonnes",0.773,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Wheat","106.0","Cereals","Rabi",7,"Hectare",14,"Tonnes",2,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Arhar/Tur","202.0","Pulses","Kharif",886,"Hectare",1330,"Tonnes",1.501,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Bajra","103.0","Cereals","Kharif",115099,"Hectare",260814,"Tonnes",2.266,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Barley","107.0","Cereals","Rabi",7223,"Hectare",25165,"Tonnes",3.484,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Coriander","509.0","Spices","Rabi",41,"Hectare",31,"Tonnes",0.756,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Cotton(Lint)","1101.0","Fiber Crops","Kharif",390,"Hectare",149,"Tonnes",0.382,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Dry Chillies","502.0","Spices","Kharif",357,"Hectare",332,"Tonnes",0.93,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Garlic","508.0","Spices","Rabi",12,"Hectare",73,"Tonnes",6.083,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Gram","201.0","Pulses","Rabi",1166,"Hectare",1462,"Tonnes",1.254,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Guar Seed","727.0","Vegetable","Kharif",132,"Hectare",95,"Tonnes",0.72,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Jowar","102.0","Cereals","Kharif",119,"Hectare",190,"Tonnes",1.597,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Maize","104.0","Cereals","Kharif",76,"Hectare",163,"Tonnes",2.145,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Maize","104.0","Cereals","Summer",633,"Hectare",1822,"Tonnes",2.878,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Maize","104.0","Cereals","Total",709,"Hectare",1985,"Tonnes",2.8,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Masoor","205.0","Pulses","Rabi",683,"Hectare",649,"Tonnes",0.95,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Moong(Green Gram)","204.0","Pulses","Kharif",109,"Hectare",41,"Tonnes",0.376,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Moong(Green Gram)","204.0","Pulses","Summer",2174,"Hectare",1365,"Tonnes",0.628,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Moong(Green Gram)","204.0","Pulses","Total",2283,"Hectare",1406,"Tonnes",0.616,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Onion","708.0","Vegetable","Rabi",125,"Hectare",1931,"Tonnes",15.448,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Onion","708.0","Vegetable","Summer",14,"Hectare",232,"Tonnes",16.571,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Onion","708.0","Vegetable","Total",139,"Hectare",2163,"Tonnes",15.561,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Peas & Beans (Pulses)","213.0","Pulses","Rabi",60,"Hectare",93,"Tonnes",1.55,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Potato","701.0","Vegetable","Rabi",74055,"Hectare",2828899,"Tonnes",38.2,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",92157,"Hectare",177034,"Tonnes",1.921,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Rice","101.0","Cereals","Kharif",6842,"Hectare",18391,"Tonnes",2.688,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Sannhamp","1104.0","Fiber Crops","Kharif",3,"Hectare",2,"Tonnes",0.667,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Sesamum","1003.0","Oilseeds","Kharif",1824,"Hectare",243,"Tonnes",0.133,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Sweet Potato","703.0","Vegetable","Kharif",180,"Hectare",2084,"Tonnes",11.578,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Urad","203.0","Pulses","Kharif",268,"Hectare",135,"Tonnes",0.504,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Urad","203.0","Pulses","Summer",77,"Hectare",98,"Tonnes",1.273,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Urad","203.0","Pulses","Total",345,"Hectare",233,"Tonnes",0.675,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Agra","118","Wheat","106.0","Cereals","Rabi",130922,"Hectare",552753,"Tonnes",4.222,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Arhar/Tur","202.0","Pulses","Kharif",9124,"Hectare",5703,"Tonnes",0.625,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Bajra","103.0","Cereals","Kharif",78850,"Hectare",206193,"Tonnes",2.615,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Banana","606.0","Fruits","Summer",1,"Hectare",54,"Tonnes",54,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Barley","107.0","Cereals","Rabi",9650,"Hectare",33785,"Tonnes",3.501,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Coriander","509.0","Spices","Rabi",61,"Hectare",47,"Tonnes",0.77,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Cotton(Lint)","1101.0","Fiber Crops","Kharif",482,"Hectare",184,"Tonnes",0.382,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Dry Chillies","502.0","Spices","Kharif",24,"Hectare",22,"Tonnes",0.917,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Garlic","508.0","Spices","Rabi",203,"Hectare",1231,"Tonnes",6.064,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Gram","201.0","Pulses","Rabi",28,"Hectare",38,"Tonnes",1.357,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Groundnut","1001.0","Oilseeds","Kharif",110,"Hectare",128,"Tonnes",1.164,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Guar Seed","727.0","Vegetable","Kharif",140,"Hectare",101,"Tonnes",0.721,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Maize","104.0","Cereals","Kharif",21125,"Hectare",50806,"Tonnes",2.405,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Maize","104.0","Cereals","Rabi",1,"Hectare",3,"Tonnes",3,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Maize","104.0","Cereals","Summer",1927,"Hectare",6070,"Tonnes",3.15,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Maize","104.0","Cereals","Total",23053,"Hectare",56879,"Tonnes",2.467,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Masoor","205.0","Pulses","Rabi",1546,"Hectare",1102,"Tonnes",0.713,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Moong(Green Gram)","204.0","Pulses","Kharif",588,"Hectare",222,"Tonnes",0.378,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Moong(Green Gram)","204.0","Pulses","Summer",11001,"Hectare",8031,"Tonnes",0.73,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Moong(Green Gram)","204.0","Pulses","Total",11589,"Hectare",8253,"Tonnes",0.712,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Onion","708.0","Vegetable","Rabi",89,"Hectare",1375,"Tonnes",15.449,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Onion","708.0","Vegetable","Summer",311,"Hectare",5205,"Tonnes",16.736,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Onion","708.0","Vegetable","Total",400,"Hectare",6580,"Tonnes",16.45,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Peas & Beans (Pulses)","213.0","Pulses","Rabi",152,"Hectare",235,"Tonnes",1.546,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Potato","701.0","Vegetable","Rabi",30272,"Hectare",1107972,"Tonnes",36.601,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",88525,"Hectare",173598,"Tonnes",1.961,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Rice","101.0","Cereals","Kharif",88695,"Hectare",221383,"Tonnes",2.496,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Rice","101.0","Cereals","Summer",351,"Hectare",1207,"Tonnes",3.439,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Rice","101.0","Cereals","Total",89046,"Hectare",222590,"Tonnes",2.5,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Sesamum","1003.0","Oilseeds","Kharif",24,"Hectare",6,"Tonnes",0.25,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Sugarcane","401.0","Sugar","Kharif",4461,"Hectare",370000,"Tonnes",82.941,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Sunflower","1007.0","Oilseeds","Summer",28,"Hectare",38,"Tonnes",1.357,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Sweet Potato","703.0","Vegetable","Kharif",177,"Hectare",2049,"Tonnes",11.576,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Tobacco","1302.0","Drugs And Narcotics","Summer",1,"Hectare",2,"Tonnes",2,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Urad","203.0","Pulses","Kharif",638,"Hectare",320,"Tonnes",0.502,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Urad","203.0","Pulses","Summer",245,"Hectare",219,"Tonnes",0.894,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Urad","203.0","Pulses","Total",883,"Hectare",539,"Tonnes",0.61,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Aligarh","119","Wheat","106.0","Cereals","Rabi",182135,"Hectare",764238,"Tonnes",4.196,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Arhar/Tur","202.0","Pulses","Kharif",2698,"Hectare",2226,"Tonnes",0.825,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Bajra","103.0","Cereals","Kharif",3,"Hectare",6,"Tonnes",2,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Banana","606.0","Fruits","Summer",8,"Hectare",434,"Tonnes",54.25,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Barley","107.0","Cereals","Rabi",953,"Hectare",2924,"Tonnes",3.068,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Coriander","509.0","Spices","Rabi",180,"Hectare",138,"Tonnes",0.767,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Dry Chillies","502.0","Spices","Kharif",37,"Hectare",34,"Tonnes",0.919,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Garlic","508.0","Spices","Rabi",77,"Hectare",467,"Tonnes",6.065,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Gram","201.0","Pulses","Rabi",1561,"Hectare",2114,"Tonnes",1.354,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Guar Seed","727.0","Vegetable","Kharif",8,"Hectare",6,"Tonnes",0.75,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Jowar","102.0","Cereals","Kharif",999,"Hectare",1629,"Tonnes",1.631,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Maize","104.0","Cereals","Kharif",598,"Hectare",873,"Tonnes",1.46,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Maize","104.0","Cereals","Rabi",4,"Hectare",11,"Tonnes",2.75,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Maize","104.0","Cereals","Summer",110,"Hectare",317,"Tonnes",2.882,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Maize","104.0","Cereals","Total",712,"Hectare",1201,"Tonnes",1.687,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Masoor","205.0","Pulses","Rabi",378,"Hectare",349,"Tonnes",0.923,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Moong(Green Gram)","204.0","Pulses","Kharif",13,"Hectare",5,"Tonnes",0.385,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Moong(Green Gram)","204.0","Pulses","Summer",371,"Hectare",81,"Tonnes",0.218,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Moong(Green Gram)","204.0","Pulses","Total",384,"Hectare",86,"Tonnes",0.224,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Onion","708.0","Vegetable","Rabi",257,"Hectare",3969,"Tonnes",15.444,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Onion","708.0","Vegetable","Summer",197,"Hectare",3470,"Tonnes",17.614,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Onion","708.0","Vegetable","Total",454,"Hectare",7439,"Tonnes",16.385,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Peas & Beans (Pulses)","213.0","Pulses","Rabi",5344,"Hectare",8278,"Tonnes",1.549,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Potato","701.0","Vegetable","Rabi",4849,"Hectare",144488,"Tonnes",29.797,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",12937,"Hectare",13868,"Tonnes",1.072,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Rice","101.0","Cereals","Kharif",116373,"Hectare",317116,"Tonnes",2.725,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Sugarcane","401.0","Sugar","Kharif",23584,"Hectare",1889000,"Tonnes",80.097,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Sunflower","1007.0","Oilseeds","Summer",1,"Hectare",1,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Sweet Potato","703.0","Vegetable","Kharif",9,"Hectare",104,"Tonnes",11.556,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Tobacco","1302.0","Drugs And Narcotics","Rabi",307,"Hectare",1263,"Tonnes",4.114,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Tobacco","1302.0","Drugs And Narcotics","Summer",39,"Hectare",88,"Tonnes",2.256,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Tobacco","1302.0","Drugs And Narcotics","Total",346,"Hectare",1351,"Tonnes",3.905,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Urad","203.0","Pulses","Kharif",135,"Hectare",44,"Tonnes",0.326,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Urad","203.0","Pulses","Summer",1923,"Hectare",2523,"Tonnes",1.312,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Urad","203.0","Pulses","Total",2058,"Hectare",2567,"Tonnes",1.247,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Ambedkar Nagar","121","Wheat","106.0","Cereals","Rabi",118413,"Hectare",402367,"Tonnes",3.398,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Arhar/Tur","202.0","Pulses","Kharif",3740,"Hectare",3086,"Tonnes",0.825,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Bajra","103.0","Cereals","Kharif",401,"Hectare",866,"Tonnes",2.16,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Barley","107.0","Cereals","Rabi",1662,"Hectare",5099,"Tonnes",3.068,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Coriander","509.0","Spices","Rabi",29,"Hectare",22,"Tonnes",0.759,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Dry Chillies","502.0","Spices","Kharif",39,"Hectare",36,"Tonnes",0.923,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Garlic","508.0","Spices","Rabi",50,"Hectare",303,"Tonnes",6.06,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Gram","201.0","Pulses","Rabi",3329,"Hectare",4507,"Tonnes",1.354,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Guar Seed","727.0","Vegetable","Kharif",9,"Hectare",6,"Tonnes",0.667,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Jowar","102.0","Cereals","Kharif",5615,"Hectare",9158,"Tonnes",1.631,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Linseed","1005.0","Oilseeds","Rabi",105,"Hectare",75,"Tonnes",0.714,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Maize","104.0","Cereals","Kharif",559,"Hectare",816,"Tonnes",1.46,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Maize","104.0","Cereals","Summer",80,"Hectare",230,"Tonnes",2.875,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Maize","104.0","Cereals","Total",639,"Hectare",1046,"Tonnes",1.637,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Masoor","205.0","Pulses","Rabi",2315,"Hectare",2137,"Tonnes",0.923,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Moong(Green Gram)","204.0","Pulses","Kharif",101,"Hectare",38,"Tonnes",0.376,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Moong(Green Gram)","204.0","Pulses","Summer",732,"Hectare",429,"Tonnes",0.586,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Moong(Green Gram)","204.0","Pulses","Total",833,"Hectare",467,"Tonnes",0.561,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Onion","708.0","Vegetable","Rabi",643,"Hectare",9931,"Tonnes",15.445,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Onion","708.0","Vegetable","Summer",306,"Hectare",5812,"Tonnes",18.993,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Onion","708.0","Vegetable","Total",949,"Hectare",15743,"Tonnes",16.589,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Peas & Beans (Pulses)","213.0","Pulses","Rabi",6236,"Hectare",9660,"Tonnes",1.549,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Potato","701.0","Vegetable","Rabi",4609,"Hectare",135978,"Tonnes",29.503,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",13765,"Hectare",14756,"Tonnes",1.072,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Rice","101.0","Cereals","Kharif",119900,"Hectare",322531,"Tonnes",2.69,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Sesamum","1003.0","Oilseeds","Kharif",681,"Hectare",159,"Tonnes",0.233,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Small Millets","108.0","Cereals","Kharif",114,"Hectare",86,"Tonnes",0.754,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Sunflower","1007.0","Oilseeds","Summer",32,"Hectare",44,"Tonnes",1.375,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Sweet Potato","703.0","Vegetable","Kharif",919,"Hectare",10638,"Tonnes",11.576,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Turmeric","504.0","Spices","Rabi",1,"Hectare",2,"Tonnes",2,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Urad","203.0","Pulses","Kharif",4503,"Hectare",1454,"Tonnes",0.323,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Urad","203.0","Pulses","Summer",1782,"Hectare",1411,"Tonnes",0.792,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Urad","203.0","Pulses","Total",6285,"Hectare",2865,"Tonnes",0.456,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amethi","640","Wheat","106.0","Cereals","Rabi",129528,"Hectare",381460,"Tonnes",2.945,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amroha","154","Arhar/Tur","202.0","Pulses","Kharif",465,"Hectare",582,"Tonnes",1.252,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amroha","154","Bajra","103.0","Cereals","Kharif",3624,"Hectare",4657,"Tonnes",1.285,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amroha","154","Barley","107.0","Cereals","Rabi",98,"Hectare",301,"Tonnes",3.071,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amroha","154","Dry Chillies","502.0","Spices","Kharif",55,"Hectare",51,"Tonnes",0.927,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amroha","154","Maize","104.0","Cereals","Kharif",2336,"Hectare",5707,"Tonnes",2.443,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amroha","154","Maize","104.0","Cereals","Summer",263,"Hectare",757,"Tonnes",2.878,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amroha","154","Maize","104.0","Cereals","Total",2599,"Hectare",6464,"Tonnes",2.487,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amroha","154","Masoor","205.0","Pulses","Rabi",152,"Hectare",92,"Tonnes",0.605,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amroha","154","Moong(Green Gram)","204.0","Pulses","Kharif",26,"Hectare",10,"Tonnes",0.385,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amroha","154","Onion","708.0","Vegetable","Rabi",22,"Hectare",340,"Tonnes",15.455,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amroha","154","Peas & Beans (Pulses)","213.0","Pulses","Rabi",366,"Hectare",567,"Tonnes",1.549,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amroha","154","Potato","701.0","Vegetable","Rabi",4291,"Hectare",122299,"Tonnes",28.501,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amroha","154","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",3698,"Hectare",5284,"Tonnes",1.429,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amroha","154","Rice","101.0","Cereals","Kharif",28772,"Hectare",71182,"Tonnes",2.474,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amroha","154","Sugarcane","401.0","Sugar","Kharif",98505,"Hectare",8187000,"Tonnes",83.113,"Tonnes/Hectare"
"2022-2023","Uttar Pradesh","9","Amroha","154","Sweet Potato","703.0","Vegetable","Kharif",59,"Hectare",683,"Tonnes",11.576,"Tonnes/Hectare"
